image_id,healthy,multiple_diseases,rust,scab
Test_254,0.0,0.0,0.0,1.0
Test_255,0.0,0.0,0.0,1.0
Test_256,0.0,0.0,0.0,1.0
Test_257,0.0,0.0,1.0,0.0
Test_258,0.019999999552965164,0.9300000071525574,0.019999999552965164,0.019999999552965164
Test_259,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9700000286102295
Test_260,0.0,0.0,0.0,1.0
Test_261,0.0,0.0,1.0,0.0
Test_262,0.0,0.0,0.0,1.0
Test_263,0.9900000095367432,0.0,0.0,0.0
Test_264,0.4099999964237213,0.05999999865889549,0.47999998927116394,0.05000000074505806
Test_265,0.0,0.0,1.0,0.0
Test_266,0.0,0.0,0.0,1.0
Test_267,1.0,0.0,0.0,0.0
Test_268,0.009999999776482582,0.699999988079071,0.2800000011920929,0.009999999776482582
Test_269,0.9399999976158142,0.019999999552965164,0.009999999776482582,0.019999999552965164
Test_270,0.0,0.009999999776482582,0.0,0.9800000190734863
Test_271,0.0,0.0,0.0,1.0
Test_272,0.0,1.0,0.0,0.0
Test_273,1.0,0.0,0.0,0.0
Test_274,0.0,0.0,1.0,0.0
Test_275,0.0,0.9900000095367432,0.009999999776482582,0.0
Test_276,0.0,0.0,0.0,0.9900000095367432
Test_277,0.05000000074505806,0.07999999821186066,0.03999999910593033,0.8299999833106995
Test_278,0.0,0.0,0.0,1.0
Test_279,0.0,0.0,1.0,0.0
Test_280,0.0,0.0,0.0,0.9900000095367432
Test_281,0.0,0.0,0.0,1.0
Test_282,0.0,1.0,0.0,0.0
Test_283,0.009999999776482582,0.019999999552965164,0.949999988079071,0.009999999776482582
Test_284,0.0,0.0,1.0,0.0
Test_285,0.0,0.0,0.0,1.0
Test_286,0.0,0.0,0.0,1.0
Test_287,0.05000000074505806,0.03999999910593033,0.14000000059604645,0.7699999809265137
Test_288,0.0,0.0,0.0,1.0
Test_289,0.0,0.0,0.0,1.0
Test_290,0.0,0.0,1.0,0.0
Test_291,0.0,0.0,1.0,0.0
Test_292,0.9800000190734863,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_293,0.0,0.0,1.0,0.0
Test_294,0.0,0.0,1.0,0.0
Test_295,0.0,0.0,1.0,0.0
Test_296,0.05999999865889549,0.05000000074505806,0.029999999329447746,0.8500000238418579
Test_297,0.0,0.0,0.0,1.0
Test_298,0.0,0.8299999833106995,0.1599999964237213,0.009999999776482582
Test_299,0.009999999776482582,0.029999999329447746,0.10999999940395355,0.8500000238418579
Test_300,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_301,0.9700000286102295,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_302,0.0,0.0,0.0,1.0
Test_303,0.949999988079071,0.019999999552965164,0.009999999776482582,0.019999999552965164
Test_304,0.9900000095367432,0.0,0.0,0.0
Test_305,0.8899999856948853,0.03999999910593033,0.029999999329447746,0.03999999910593033
Test_306,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_307,0.9900000095367432,0.0,0.0,0.0
Test_308,0.019999999552965164,0.029999999329447746,0.009999999776482582,0.9399999976158142
Test_309,0.0,0.0,1.0,0.0
Test_310,0.0,0.9800000190734863,0.019999999552965164,0.0
Test_311,0.0,0.9900000095367432,0.0,0.0
Test_312,0.0,0.0,0.0,1.0
Test_313,0.0,0.0,0.0,1.0
Test_314,0.0,0.0,0.0,1.0
Test_315,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_316,0.009999999776482582,0.009999999776482582,0.9700000286102295,0.009999999776482582
Test_317,0.0,0.0,1.0,0.0
Test_318,0.0,0.0,0.0,0.9900000095367432
Test_319,0.0,0.0,1.0,0.0
Test_320,0.0,0.0,0.9900000095367432,0.0
Test_321,0.9800000190734863,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_322,0.9900000095367432,0.0,0.0,0.009999999776482582
Test_323,0.25,0.28999999165534973,0.2199999988079071,0.23999999463558197
Test_324,0.029999999329447746,0.6700000166893005,0.2800000011920929,0.019999999552965164
Test_325,0.0,0.0,0.0,1.0
Test_326,0.0,0.0,1.0,0.0
Test_327,0.0,0.0,0.0,1.0
Test_328,0.0,0.0,1.0,0.0
Test_329,0.0,0.0,1.0,0.0
Test_330,0.0,0.0,1.0,0.0
Test_331,0.019999999552965164,0.03999999910593033,0.019999999552965164,0.9100000262260437
Test_332,0.9800000190734863,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_333,0.0,0.0,1.0,0.0
Test_334,0.0,0.0,1.0,0.0
Test_335,1.0,0.0,0.0,0.0
Test_336,0.0,0.0,1.0,0.0
Test_337,0.9900000095367432,0.0,0.0,0.009999999776482582
Test_338,0.9800000190734863,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_339,0.0,0.0,0.9900000095367432,0.0
Test_340,0.10999999940395355,0.15000000596046448,0.699999988079071,0.029999999329447746
Test_341,0.9900000095367432,0.0,0.0,0.0
Test_342,0.9900000095367432,0.0,0.0,0.0
Test_343,0.0,0.0,0.0,0.9900000095367432
Test_344,0.0,0.0,1.0,0.0
Test_345,0.0,0.0,1.0,0.0
Test_346,0.0,0.0,1.0,0.0
Test_347,0.0,0.0,1.0,0.0
Test_348,0.0,0.0,0.0,1.0
Test_349,0.019999999552965164,0.03999999910593033,0.6499999761581421,0.28999999165534973
Test_350,0.0,0.0,0.0,0.9900000095367432
Test_351,0.0,0.0,1.0,0.0
Test_352,0.029999999329447746,0.07000000029802322,0.029999999329447746,0.8799999952316284
Test_353,0.029999999329447746,0.07999999821186066,0.029999999329447746,0.8700000047683716
Test_354,0.0,0.0,1.0,0.0
Test_355,0.009999999776482582,0.009999999776482582,0.0,0.9800000190734863
Test_356,1.0,0.0,0.0,0.0
Test_357,1.0,0.0,0.0,0.0
Test_358,0.27000001072883606,0.10000000149011612,0.05999999865889549,0.5799999833106995
Test_359,0.0,0.0,0.0,1.0
Test_360,0.0,0.0,0.0,0.9900000095367432
Test_361,0.9300000071525574,0.019999999552965164,0.019999999552965164,0.029999999329447746
Test_362,0.9300000071525574,0.019999999552965164,0.019999999552965164,0.029999999329447746
Test_363,0.0,0.0,1.0,0.0
Test_364,0.0,0.0,1.0,0.0
Test_365,0.0,0.009999999776482582,0.9900000095367432,0.0
Test_366,0.0,0.0,1.0,0.0
Test_367,0.0,0.0,0.0,1.0
Test_368,0.9700000286102295,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_369,0.0,0.0,0.0,1.0
Test_370,0.0,0.0,1.0,0.0
Test_371,0.0,0.0,1.0,0.0
Test_372,0.0,0.0,0.0,1.0
Test_373,0.0,0.0,1.0,0.0
Test_374,0.0,0.0,1.0,0.0
Test_375,0.0,0.0,0.0,1.0
Test_376,0.9800000190734863,0.009999999776482582,0.0,0.009999999776482582
Test_377,0.9800000190734863,0.009999999776482582,0.009999999776482582,0.009999999776482582
Test_378,0.0,0.0,1.0,0.0
Test_379,0.009999999776482582,0.009999999776482582,0.9800000190734863,0.0
Test_380,0.0,0.0,0.0,1.0
Test_381,0.9599999785423279,0.009999999776482582,0.009999999776482582,0.019999999552965164
Test_382,0.0,0.0,0.0,1.0
Test_383,0.8899999856948853,0.029999999329447746,0.019999999552965164,0.05999999865889549
Test_384,0.0,0.0,1.0,0.0
Test_385,0.0,0.0,0.0,1.0
Test_386,0.0,0.0,1.0,0.0
Test_387,0.0,0.0,0.0,1.0
Test_388,0.009999999776482582,0.019999999552965164,0.009999999776482582,0.9599999785423279
Test_389,0.9900000095367432,0.0,0.0,0.0
Test_390,0.800000011920929,0.05000000074505806,0.03999999910593033,0.11999999731779099
Test_391,0.0,0.0,1.0,0.0
Test_392,0.0,0.0,1.0,0.0
Test_393,0.0,0.0,0.0,1.0
Test_394,0.0,0.0,0.0,1.0
Test_395,0.0,0.009999999776482582,0.9800000190734863,0.0
Test_396,0.009999999776482582,0.9700000286102295,0.009999999776482582,0.019999999552965164
Test_397,0.05000000074505806,0.20999999344348907,0.05000000074505806,0.6899999976158142
Test_398,0.0,0.0,1.0,0.0
Test_399,0.009999999776482582,0.019999999552965164,0.009999999776482582,0.9700000286102295
Test_400,0.0,0.0,1.0,0.0
Test_401,0.0,0.0,1.0,0.0
Test_402,0.0,0.0,0.0,1.0
Test_403,0.019999999552965164,0.029999999329447746,0.9300000071525574,0.019999999552965164
Test_404,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9700000286102295
Test_405,0.0,0.0,0.0,1.0
Test_406,0.0,0.0,0.0,1.0
Test_407,0.0,0.0,0.0,1.0
Test_408,0.0,0.0,0.0,1.0
Test_409,0.0,0.0,1.0,0.0
Test_410,0.0,0.0,0.0,1.0
Test_411,1.0,0.0,0.0,0.0
Test_412,0.0,1.0,0.0,0.0
Test_413,1.0,0.0,0.0,0.0
Test_414,0.0,0.0,1.0,0.0
Test_415,0.0,0.0,1.0,0.0
Test_416,0.18000000715255737,0.27000001072883606,0.1599999964237213,0.3799999952316284
Test_417,0.0,0.0,1.0,0.0
Test_418,1.0,0.0,0.0,0.0
Test_419,1.0,0.0,0.0,0.0
Test_420,0.0,0.0,1.0,0.0
Test_421,0.0,0.0,0.0,1.0
Test_422,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_423,0.009999999776482582,0.6899999976158142,0.30000001192092896,0.009999999776482582
Test_424,0.0,0.0,1.0,0.0
Test_425,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_426,0.0,0.0,1.0,0.0
Test_427,0.0,0.0,0.0,1.0
Test_428,0.0,0.0,0.0,1.0
Test_429,0.0,0.0,1.0,0.0
Test_430,0.009999999776482582,0.009999999776482582,0.9700000286102295,0.0
Test_431,0.9599999785423279,0.019999999552965164,0.009999999776482582,0.019999999552965164
Test_432,0.0,0.0,0.0,1.0
Test_433,0.0,0.0,0.0,1.0
Test_434,0.0,0.0,0.0,1.0
Test_435,0.9399999976158142,0.019999999552965164,0.019999999552965164,0.019999999552965164
Test_436,0.0,0.0,0.0,1.0
Test_437,0.009999999776482582,0.05999999865889549,0.9200000166893005,0.009999999776482582
Test_438,0.0,0.0,1.0,0.0
Test_439,0.0,0.0,0.9900000095367432,0.0
Test_440,0.0,0.0,1.0,0.0
Test_441,0.8399999737739563,0.07000000029802322,0.03999999910593033,0.05000000074505806
Test_442,0.0,0.0,1.0,0.0
Test_443,0.009999999776482582,0.009999999776482582,0.0,0.9800000190734863
Test_444,1.0,0.0,0.0,0.0
Test_445,0.0,0.0,1.0,0.0
Test_446,0.0,0.0,1.0,0.0
Test_447,0.0,0.0,1.0,0.0
Test_448,0.0,0.0,1.0,0.0
Test_449,0.0,0.0,0.0,1.0
Test_450,0.0,0.0,1.0,0.0
Test_451,0.0,0.0,1.0,0.0
Test_452,0.10000000149011612,0.46000000834465027,0.3400000035762787,0.10000000149011612
Test_453,0.0,0.0,0.0,1.0
Test_454,0.0,0.0,1.0,0.0
Test_455,0.0,0.0,0.0,1.0
Test_456,0.0,0.05999999865889549,0.9300000071525574,0.0
Test_457,0.0,0.0,0.0,1.0
Test_458,0.4699999988079071,0.17000000178813934,0.14000000059604645,0.2199999988079071
Test_459,0.0,0.0,1.0,0.0
Test_460,0.029999999329447746,0.6700000166893005,0.029999999329447746,0.25999999046325684
Test_461,0.0,0.0,0.0,1.0
Test_462,0.009999999776482582,0.019999999552965164,0.9599999785423279,0.019999999552965164
Test_463,0.0,0.0,0.0,1.0
Test_464,1.0,0.0,0.0,0.0
Test_465,0.0,0.0,1.0,0.0
Test_466,0.0,0.009999999776482582,0.9800000190734863,0.009999999776482582
Test_467,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_468,0.9599999785423279,0.019999999552965164,0.009999999776482582,0.009999999776482582
Test_469,0.0,0.0,1.0,0.0
Test_470,0.0,0.0,0.0,1.0
Test_471,0.009999999776482582,0.009999999776482582,0.9700000286102295,0.009999999776482582
Test_472,1.0,0.0,0.0,0.0
Test_473,0.05999999865889549,0.05999999865889549,0.8399999737739563,0.03999999910593033
Test_474,0.0,0.0,1.0,0.0
Test_475,0.009999999776482582,0.029999999329447746,0.009999999776482582,0.9599999785423279
Test_476,0.15000000596046448,0.07000000029802322,0.03999999910593033,0.7400000095367432
Test_477,0.0,0.0,0.0,1.0
Test_478,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_479,0.0,0.0,0.0,1.0
Test_480,0.0,1.0,0.0,0.0
Test_481,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_482,0.0,0.0,0.0,1.0
Test_483,0.0,0.0,1.0,0.0
Test_484,0.8700000047683716,0.05000000074505806,0.03999999910593033,0.05000000074505806
Test_485,1.0,0.0,0.0,0.0
Test_486,0.0,0.0,0.0,1.0
Test_487,0.9900000095367432,0.0,0.0,0.0
Test_488,0.0,0.009999999776482582,0.9800000190734863,0.0
Test_489,0.0,0.0,1.0,0.0
Test_490,0.4699999988079071,0.17000000178813934,0.11999999731779099,0.25
Test_491,0.0,0.0,1.0,0.0
Test_492,0.0,0.009999999776482582,0.0,0.9900000095367432
Test_493,0.0,0.0,0.0,1.0
Test_494,0.0,0.0,1.0,0.0
Test_495,0.0,0.0,0.0,1.0
Test_496,0.9900000095367432,0.0,0.0,0.0
Test_497,0.0,0.019999999552965164,0.0,0.9800000190734863
Test_498,1.0,0.0,0.0,0.0
Test_499,0.1899999976158142,0.41999998688697815,0.20000000298023224,0.20000000298023224
Test_500,0.0,0.0,1.0,0.0
Test_501,1.0,0.0,0.0,0.0
Test_502,0.9900000095367432,0.0,0.0,0.0
Test_503,0.0,0.0,0.9900000095367432,0.0
Test_504,0.0,0.0,0.0,0.9900000095367432
Test_505,0.0,0.0,0.0,0.9900000095367432
Test_506,0.0,1.0,0.0,0.0
Test_507,0.0,0.0,1.0,0.0
Test_508,0.0,0.0,1.0,0.0
Test_509,0.0,0.0,1.0,0.0
